order_id,order_date,supplier,product,category,quantity,unit_price,total_cost,delivery_days,complaint
PO-013911,2025-02-24,NordFood GmbH,Hähnchen,Fleisch,217,7.35,1594.95,5,Nein
PO-041529,2025-02-24,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,834,5.14,4286.76,3,Nein
PO-035792,2025-02-24,BioHarvest GmbH,Milch,Milchprodukte,276,1.11,306.36,3,Nein
PO-025335,2025-02-24,EuroFoods GmbH,Nudeln,Getreide,552,1.15,634.8,4,Ja
PO-037947,2025-02-24,GreenFields GmbH,Karotten,Obst & Gemüse,914,1.12,1023.68,5,Nein
PO-013568,2025-02-24,LandGut GmbH,Joghurt,Milchprodukte,252,0.66,166.32,7,Nein
PO-047794,2025-02-24,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,65,4.6,299.0,3,Nein
PO-012670,2025-02-24,NordFood GmbH,Haferflocken,Getreide,933,1.28,1194.24,4,Nein
PO-044260,2025-02-24,AgroFresh GmbH,Butter,Milchprodukte,516,2.41,1243.56,2,Nein
PO-040397,2025-02-24,FoodSupply GmbH,Tomaten,Obst & Gemüse,253,2.17,549.01,4,Nein
PO-045380,2025-02-24,FoodSupply GmbH,Rindfleisch,Fleisch,824,11.22,9245.28,3,Nein
PO-049954,2025-02-24,NordFood GmbH,Reis,Getreide,685,1.84,1260.4,5,Nein
PO-038321,2025-02-24,AgroFresh GmbH,Käse,Milchprodukte,732,6.43,4706.76,5,Nein
PO-019445,2025-02-24,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,487,2.27,1105.49,2,Nein
PO-020560,2025-02-24,GreenFields GmbH,Putenfleisch,Fleisch,609,7.47,4549.23,8,Nein
PO-035281,2025-02-24,FoodSupply GmbH,Bananen,Obst & Gemüse,601,1.24,745.24,2,Nein
PO-048973,2025-02-24,FoodSupply GmbH,Mehl,Getreide,395,0.89,351.55,4,Nein
PO-040840,2025-02-24,AgroFresh GmbH,Käse,Milchprodukte,322,6.04,1944.88,1,Nein
PO-015428,2025-02-24,FoodSupply GmbH,Äpfel,Obst & Gemüse,21,1.46,30.66,3,Nein
PO-011607,2025-02-24,FreshTrade GmbH,Nudeln,Getreide,205,1.15,235.75,5,Nein
PO-004951,2025-02-24,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,983,4.16,4089.28,9,Nein
PO-032845,2025-02-25,GreenFields GmbH,Rindfleisch,Fleisch,780,10.58,8252.4,4,Nein
PO-018833,2025-02-25,NordFood GmbH,Nudeln,Getreide,644,1.14,734.16,4,Nein
PO-023168,2025-02-25,FreshTrade GmbH,Nudeln,Getreide,552,1.24,684.48,4,Ja
PO-027857,2025-02-25,NordFood GmbH,Tomaten,Obst & Gemüse,124,2.06,255.44,2,Nein
PO-018380,2025-02-25,NordFood GmbH,Milch,Milchprodukte,412,1.04,428.48,5,Nein
PO-019948,2025-02-25,LandGut GmbH,Kartoffeln,Obst & Gemüse,438,0.89,389.82,6,Nein
PO-000804,2025-02-25,FreshTrade GmbH,Butter,Milchprodukte,963,2.25,2166.75,4,Nein
PO-006624,2025-02-25,EuroFoods GmbH,Käse,Milchprodukte,151,6.02,909.02,4,Nein
PO-025602,2025-02-25,EuroFoods GmbH,Nudeln,Getreide,456,1.28,583.68,2,Nein
PO-008698,2025-02-25,BioHarvest GmbH,Reis,Getreide,21,2.09,43.89,2,Nein
PO-006610,2025-02-25,LandGut GmbH,Käse,Milchprodukte,903,5.44,4912.32,11,Nein
PO-048771,2025-02-25,FoodSupply GmbH,Hähnchen,Fleisch,716,7.09,5076.44,1,Nein
PO-009241,2025-02-25,GreenFields GmbH,Bananen,Obst & Gemüse,925,1.23,1137.75,6,Nein
PO-000370,2025-02-25,GreenFields GmbH,Käse,Milchprodukte,242,5.7,1379.4,4,Ja
PO-003221,2025-02-25,GreenFields GmbH,Milch,Milchprodukte,72,0.92,66.24,9,Nein
PO-019109,2025-02-25,FoodSupply GmbH,Reis,Getreide,409,1.91,781.19,5,Nein
PO-018183,2025-02-25,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,257,2.51,645.07,4,Nein
PO-033840,2025-02-25,LandGut GmbH,Käse,Milchprodukte,846,5.39,4559.94,9,Nein
PO-036418,2025-02-25,BioHarvest GmbH,Hähnchen,Fleisch,590,7.68,4531.2,5,Ja
PO-049930,2025-02-25,LandGut GmbH,Karotten,Obst & Gemüse,549,1.06,581.94,4,Nein
PO-010837,2025-02-25,EuroFoods GmbH,Kartoffeln,Obst & Gemüse,310,0.96,297.6,3,Nein
PO-011754,2025-02-25,BioHarvest GmbH,Käse,Milchprodukte,542,6.31,3420.02,3,Nein
PO-033238,2025-02-25,FreshTrade GmbH,Nudeln,Getreide,730,1.12,817.6,5,Nein
PO-031787,2025-02-25,EuroFoods GmbH,Nudeln,Getreide,343,1.17,401.31,4,Nein
PO-044790,2025-02-25,GreenFields GmbH,Milch,Milchprodukte,54,1.02,55.08,5,Ja
PO-039712,2025-02-25,FreshTrade GmbH,Mehl,Getreide,856,0.8,684.8,6,Nein
PO-047548,2025-02-25,GreenFields GmbH,Joghurt,Milchprodukte,759,0.68,516.12,7,Nein
PO-030626,2025-02-25,EuroFoods GmbH,Butter,Milchprodukte,148,2.2,325.6,4,Nein
PO-047704,2025-02-25,AgroFresh GmbH,Milch,Milchprodukte,749,1.05,786.45,1,Nein
PO-012238,2025-02-25,FreshTrade GmbH,Mehl,Getreide,227,0.8,181.6,3,Nein
PO-003152,2025-02-25,EuroFoods GmbH,Käse,Milchprodukte,510,6.09,3105.9,2,Nein
PO-038530,2025-02-25,LandGut GmbH,Putenfleisch,Fleisch,781,7.58,5919.98,6,Nein
PO-045491,2025-02-25,GreenFields GmbH,Butter,Milchprodukte,927,2.1,1946.7,8,Nein
PO-042888,2025-02-25,AgroFresh GmbH,Mehl,Getreide,488,0.89,434.32,4,Nein
PO-040163,2025-02-25,AgroFresh GmbH,Käse,Milchprodukte,867,6.35,5505.45,2,Nein
PO-038560,2025-02-25,FreshTrade GmbH,Reis,Getreide,770,1.8,1386.0,5,Nein
PO-049471,2025-02-25,BioHarvest GmbH,Karotten,Obst & Gemüse,806,1.29,1039.74,6,Nein
PO-009329,2025-02-25,FreshTrade GmbH,Nudeln,Getreide,439,1.12,491.68,4,Nein
PO-022962,2025-02-25,EuroFoods GmbH,Butter,Milchprodukte,942,2.29,2157.18,3,Nein
PO-024558,2025-02-25,EuroFoods GmbH,Nudeln,Getreide,352,1.13,397.76,4,Nein
PO-005061,2025-02-25,FoodSupply GmbH,Hähnchen,Fleisch,273,7.43,2028.39,4,Nein
PO-045514,2025-02-25,GreenFields GmbH,Butter,Milchprodukte,837,2.28,1908.36,5,Ja
PO-032525,2025-02-25,NordFood GmbH,Reis,Getreide,26,1.82,47.32,4,Nein
PO-017745,2025-02-25,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,948,5.11,4844.28,1,Nein
PO-017219,2025-02-25,FreshTrade GmbH,Kartoffeln,Obst & Gemüse,809,0.91,736.19,3,Nein
PO-007836,2025-02-25,EuroFoods GmbH,Butter,Milchprodukte,802,2.28,1828.56,6,Nein
PO-048519,2025-02-25,LandGut GmbH,Butter,Milchprodukte,724,2.15,1556.6,7,Ja
PO-002112,2025-02-25,EuroFoods GmbH,Joghurt,Milchprodukte,435,0.75,326.25,1,Nein
PO-001034,2025-02-25,NordFood GmbH,Butter,Milchprodukte,277,2.48,686.96,4,Nein
PO-007970,2025-02-25,BioHarvest GmbH,Tomaten,Obst & Gemüse,610,2.39,1457.9,4,Nein
PO-044802,2025-02-25,LandGut GmbH,Butter,Milchprodukte,373,2.13,794.49,10,Nein
PO-043260,2025-02-25,BioHarvest GmbH,Mehl,Getreide,948,0.95,900.6,2,Nein
PO-012299,2025-02-25,LandGut GmbH,Joghurt,Milchprodukte,633,0.71,449.43,7,Nein
PO-009560,2025-02-25,LandGut GmbH,Karotten,Obst & Gemüse,60,1.17,70.2,6,Nein
PO-045885,2025-02-25,FreshTrade GmbH,Nudeln,Getreide,378,1.05,396.9,6,Nein
PO-001369,2025-02-25,EuroFoods GmbH,TK-Pommes,Tiefkühlprodukte,691,2.07,1430.37,2,Nein
PO-012010,2025-02-26,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,595,2.12,1261.4,6,Nein
PO-019474,2025-02-26,NordFood GmbH,Äpfel,Obst & Gemüse,775,1.42,1100.5,4,Ja
PO-028492,2025-02-26,GreenFields GmbH,TK-Pommes,Tiefkühlprodukte,163,2.06,335.78,7,Nein
PO-025105,2025-02-26,NordFood GmbH,Käse,Milchprodukte,422,5.81,2451.82,3,Nein
PO-026608,2025-02-26,AgroFresh GmbH,Reis,Getreide,474,2.01,952.74,4,Nein
PO-026606,2025-02-26,NordFood GmbH,Putenfleisch,Fleisch,588,7.71,4533.48,7,Nein
PO-020819,2025-02-26,EuroFoods GmbH,Bananen,Obst & Gemüse,862,1.27,1094.74,6,Nein
PO-024899,2025-02-26,EuroFoods GmbH,Putenfleisch,Fleisch,551,7.78,4286.78,3,Nein
PO-003184,2025-02-26,LandGut GmbH,Äpfel,Obst & Gemüse,425,1.35,573.75,4,Nein
PO-007947,2025-02-26,NordFood GmbH,Hähnchen,Fleisch,432,6.99,3019.68,3,Ja
PO-032249,2025-02-26,GreenFields GmbH,Kartoffeln,Obst & Gemüse,607,0.91,552.37,5,Nein
PO-032146,2025-02-26,NordFood GmbH,Putenfleisch,Fleisch,61,7.68,468.48,6,Nein
PO-015457,2025-02-26,BioHarvest GmbH,Käse,Milchprodukte,842,6.35,5346.7,5,Nein
PO-018411,2025-02-26,GreenFields GmbH,Äpfel,Obst & Gemüse,223,1.46,325.58,10,Nein
PO-045392,2025-02-26,BioHarvest GmbH,Äpfel,Obst & Gemüse,897,1.52,1363.44,3,Nein
PO-035342,2025-02-26,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,936,4.88,4567.68,4,Nein
PO-028773,2025-02-26,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,915,4.49,4108.35,7,Ja
PO-045626,2025-02-26,NordFood GmbH,Joghurt,Milchprodukte,698,0.71,495.58,6,Nein
PO-027996,2025-02-26,LandGut GmbH,Joghurt,Milchprodukte,317,0.67,212.39,10,Nein
PO-021438,2025-02-26,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,43,2.69,115.67,6,Nein
PO-007432,2025-02-26,FoodSupply GmbH,Karotten,Obst & Gemüse,390,1.2,468.0,3,Nein
PO-013754,2025-02-26,LandGut GmbH,Käse,Milchprodukte,912,5.47,4988.64,8,Nein
PO-024930,2025-02-26,BioHarvest GmbH,Mehl,Getreide,239,0.89,212.71,4,Nein
PO-045501,2025-02-26,EuroFoods GmbH,Haferflocken,Getreide,998,1.35,1347.3,3,Nein
PO-003731,2025-02-26,GreenFields GmbH,Äpfel,Obst & Gemüse,889,1.33,1182.37,3,Nein
PO-019283,2025-02-26,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,192,4.15,796.8,4,Nein
PO-021290,2025-02-26,FoodSupply GmbH,Butter,Milchprodukte,405,2.4,972.0,4,Nein
PO-040490,2025-02-26,LandGut GmbH,Butter,Milchprodukte,908,2.13,1934.04,7,Nein
PO-031349,2025-02-26,GreenFields GmbH,TK-Beeren,Tiefkühlprodukte,865,4.41,3814.65,9,Nein
PO-024794,2025-02-26,AgroFresh GmbH,Haferflocken,Getreide,972,1.5,1458.0,3,Nein
PO-011008,2025-02-26,FreshTrade GmbH,Rindfleisch,Fleisch,83,11.37,943.71,4,Nein
PO-049249,2025-02-26,AgroFresh GmbH,Kartoffeln,Obst & Gemüse,366,1.03,376.98,2,Nein
PO-031527,2025-02-26,FoodSupply GmbH,TK-Beeren,Tiefkühlprodukte,23,4.75,109.25,1,Nein
PO-022757,2025-02-26,LandGut GmbH,Äpfel,Obst & Gemüse,536,1.31,702.16,7,Nein
PO-033185,2025-02-26,AgroFresh GmbH,Tomaten,Obst & Gemüse,768,2.16,1658.88,2,Nein
PO-021316,2025-02-26,EuroFoods GmbH,Mehl,Getreide,528,0.83,438.24,3,Nein
PO-048171,2025-02-26,FreshTrade GmbH,Rindfleisch,Fleisch,696,11.6,8073.6,6,Nein
PO-016265,2025-02-26,FoodSupply GmbH,Haferflocken,Getreide,31,1.48,45.88,4,Nein
PO-019255,2025-02-26,AgroFresh GmbH,Butter,Milchprodukte,91,2.45,222.95,3,Nein
PO-007147,2025-02-26,LandGut GmbH,Reis,Getreide,983,1.73,1700.59,10,Nein
PO-038244,2025-02-26,LandGut GmbH,Käse,Milchprodukte,337,5.44,1833.28,10,Nein
PO-005407,2025-02-26,BioHarvest GmbH,Milch,Milchprodukte,134,1.1,147.4,3,Nein
PO-049601,2025-02-26,FoodSupply GmbH,Joghurt,Milchprodukte,367,0.74,271.58,1,Nein
PO-009856,2025-02-26,GreenFields GmbH,Reis,Getreide,261,1.97,514.17,6,Nein
PO-014677,2025-02-26,GreenFields GmbH,Kartoffeln,Obst & Gemüse,25,0.89,22.25,5,Nein
PO-022587,2025-02-26,EuroFoods GmbH,Mehl,Getreide,480,0.85,408.0,4,Nein
PO-037662,2025-02-26,NordFood GmbH,Karotten,Obst & Gemüse,687,1.06,728.22,4,Nein
PO-030624,2025-02-26,FoodSupply GmbH,Bananen,Obst & Gemüse,138,1.37,189.06,4,Nein
PO-034542,2025-02-26,LandGut GmbH,Nudeln,Getreide,812,1.04,844.48,7,Ja
PO-025640,2025-02-27,AgroFresh GmbH,Rindfleisch,Fleisch,582,12.22,7112.04,4,Nein
PO-011184,2025-02-27,BioHarvest GmbH,Rindfleisch,Fleisch,977,13.25,12945.25,3,Nein
PO-015665,2025-02-27,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,440,2.45,1078.0,6,Nein
PO-044685,2025-02-27,LandGut GmbH,Reis,Getreide,760,1.66,1261.6,6,Nein
PO-046305,2025-02-27,BioHarvest GmbH,Haferflocken,Getreide,696,1.4,974.4,1,Nein
PO-021389,2025-02-27,BioHarvest GmbH,TK-Gemüse,Tiefkühlprodukte,137,2.98,408.26,3,Nein
PO-007168,2025-02-27,BioHarvest GmbH,Karotten,Obst & Gemüse,445,1.25,556.25,1,Nein
PO-022036,2025-02-27,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,502,2.52,1265.04,9,Nein
PO-033682,2025-02-27,LandGut GmbH,Karotten,Obst & Gemüse,704,1.14,802.56,9,Nein
PO-036092,2025-02-27,FoodSupply GmbH,Äpfel,Obst & Gemüse,599,1.46,874.54,4,Nein
PO-015221,2025-02-27,FreshTrade GmbH,Karotten,Obst & Gemüse,132,1.14,150.48,6,Nein
PO-009010,2025-02-27,NordFood GmbH,Joghurt,Milchprodukte,960,0.74,710.4,3,Nein
PO-004116,2025-02-27,AgroFresh GmbH,Nudeln,Getreide,56,1.18,66.08,4,Nein
PO-026043,2025-02-27,FreshTrade GmbH,TK-Gemüse,Tiefkühlprodukte,839,2.5,2097.5,6,Nein
PO-046267,2025-02-27,FreshTrade GmbH,Äpfel,Obst & Gemüse,736,1.61,1184.96,6,Nein
PO-027580,2025-02-27,FoodSupply GmbH,Tomaten,Obst & Gemüse,966,2.04,1970.64,3,Nein
PO-039675,2025-02-27,NordFood GmbH,Mehl,Getreide,325,0.86,279.5,7,Nein
PO-019487,2025-02-27,EuroFoods GmbH,Haferflocken,Getreide,136,1.37,186.32,5,Nein
PO-016059,2025-02-27,NordFood GmbH,Rindfleisch,Fleisch,483,10.12,4887.96,3,Nein
PO-042709,2025-02-27,LandGut GmbH,Bananen,Obst & Gemüse,565,1.17,661.05,7,Nein
PO-040559,2025-02-27,AgroFresh GmbH,Mehl,Getreide,898,0.84,754.32,5,Nein
PO-029702,2025-02-27,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,303,2.39,724.17,6,Nein
PO-048157,2025-02-27,LandGut GmbH,Putenfleisch,Fleisch,760,6.79,5160.4,10,Nein
PO-009864,2025-02-27,BioHarvest GmbH,Bananen,Obst & Gemüse,881,1.37,1206.97,1,Nein
PO-024808,2025-02-27,BioHarvest GmbH,Karotten,Obst & Gemüse,927,1.3,1205.1,3,Nein
PO-043994,2025-02-27,EuroFoods GmbH,Putenfleisch,Fleisch,118,7.67,905.06,3,Nein
PO-021773,2025-02-27,EuroFoods GmbH,Milch,Milchprodukte,445,1.01,449.45,3,Nein
PO-025530,2025-02-27,NordFood GmbH,Milch,Milchprodukte,670,1.01,676.7,4,Nein
PO-006770,2025-02-27,FreshTrade GmbH,Nudeln,Getreide,437,1.1,480.7,3,Nein
PO-004021,2025-02-27,BioHarvest GmbH,Milch,Milchprodukte,855,1.07,914.85,3,Nein
PO-027310,2025-02-27,GreenFields GmbH,Äpfel,Obst & Gemüse,347,1.52,527.44,6,Nein
PO-004177,2025-02-27,AgroFresh GmbH,Bananen,Obst & Gemüse,781,1.37,1069.97,3,Nein
PO-036944,2025-02-27,FoodSupply GmbH,Tomaten,Obst & Gemüse,720,2.09,1504.8,4,Nein
PO-006522,2025-02-27,LandGut GmbH,Karotten,Obst & Gemüse,161,1.09,175.49,5,Nein
PO-035023,2025-02-27,AgroFresh GmbH,Rindfleisch,Fleisch,693,13.58,9410.94,1,Nein
PO-018666,2025-02-27,AgroFresh GmbH,Rindfleisch,Fleisch,470,12.27,5766.9,4,Nein
PO-048340,2025-02-27,AgroFresh GmbH,Putenfleisch,Fleisch,907,7.64,6929.48,5,Nein
PO-042040,2025-02-27,LandGut GmbH,Mehl,Getreide,773,0.81,626.13,6,Nein
PO-017042,2025-02-27,GreenFields GmbH,Kartoffeln,Obst & Gemüse,375,0.94,352.5,6,Nein
PO-020173,2025-02-27,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,173,4.66,806.18,6,Nein
PO-042221,2025-02-27,NordFood GmbH,Joghurt,Milchprodukte,451,0.7,315.7,6,Nein
PO-002527,2025-02-27,LandGut GmbH,Bananen,Obst & Gemüse,423,1.13,477.99,6,Nein
PO-037938,2025-02-27,LandGut GmbH,Äpfel,Obst & Gemüse,544,1.39,756.16,8,Nein
PO-035526,2025-02-27,GreenFields GmbH,Putenfleisch,Fleisch,751,7.24,5437.24,6,Nein
PO-007515,2025-02-27,FreshTrade GmbH,Tomaten,Obst & Gemüse,28,1.95,54.6,5,Ja
PO-044228,2025-02-27,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,903,5.7,5147.1,2,Nein
PO-001575,2025-02-27,GreenFields GmbH,Milch,Milchprodukte,109,0.96,104.64,6,Nein
PO-041742,2025-02-27,EuroFoods GmbH,Tomaten,Obst & Gemüse,53,2.21,117.13,4,Nein
PO-039701,2025-02-27,LandGut GmbH,TK-Gemüse,Tiefkühlprodukte,632,2.52,1592.64,3,Nein
PO-021800,2025-02-27,AgroFresh GmbH,TK-Gemüse,Tiefkühlprodukte,688,2.89,1988.32,2,Nein
PO-041121,2025-02-27,AgroFresh GmbH,Rindfleisch,Fleisch,559,12.28,6864.52,4,Nein
PO-043275,2025-02-27,GreenFields GmbH,TK-Gemüse,Tiefkühlprodukte,486,2.67,1297.62,6,Nein
PO-026804,2025-02-28,BioHarvest GmbH,Nudeln,Getreide,993,1.29,1280.97,4,Nein
PO-014007,2025-02-28,GreenFields GmbH,Putenfleisch,Fleisch,247,6.62,1635.14,7,Nein
PO-018690,2025-02-28,LandGut GmbH,Reis,Getreide,978,1.62,1584.36,8,Nein
PO-006346,2025-02-28,LandGut GmbH,Kartoffeln,Obst & Gemüse,546,0.84,458.64,8,Ja
PO-046303,2025-02-28,FreshTrade GmbH,TK-Beeren,Tiefkühlprodukte,122,4.85,591.7,3,Nein
PO-021056,2025-02-28,FreshTrade GmbH,Rindfleisch,Fleisch,273,10.82,2953.86,5,Nein
PO-049742,2025-02-28,NordFood GmbH,TK-Gemüse,Tiefkühlprodukte,706,2.6,1835.6,6,Nein
PO-010381,2025-02-28,LandGut GmbH,Rindfleisch,Fleisch,703,11.53,8105.59,7,Nein
PO-001210,2025-02-28,EuroFoods GmbH,Nudeln,Getreide,54,1.2,64.8,5,Nein
PO-040866,2025-02-28,LandGut GmbH,Kartoffeln,Obst & Gemüse,970,0.84,814.8,6,Nein
PO-034462,2025-02-28,GreenFields GmbH,Milch,Milchprodukte,62,0.94,58.28,4,Nein
PO-035357,2025-02-28,AgroFresh GmbH,TK-Gemüse,Tiefkühlprodukte,891,2.77,2468.07,1,Nein
PO-003713,2025-02-28,GreenFields GmbH,Käse,Milchprodukte,732,5.36,3923.52,4,Nein
PO-005581,2025-02-28,NordFood GmbH,TK-Gemüse,Tiefkühlprodukte,641,2.68,1717.88,3,Nein
PO-005869,2025-02-28,FreshTrade GmbH,TK-Pommes,Tiefkühlprodukte,807,1.97,1589.79,3,Nein
PO-028832,2025-02-28,GreenFields GmbH,Milch,Milchprodukte,370,1.03,381.1,5,Nein
PO-039944,2025-02-28,LandGut GmbH,Reis,Getreide,394,1.78,701.32,8,Nein
PO-012211,2025-02-28,EuroFoods GmbH,TK-Beeren,Tiefkühlprodukte,445,5.24,2331.8,4,Nein
PO-035671,2025-02-28,BioHarvest GmbH,Reis,Getreide,689,2.19,1508.91,2,Nein
PO-009607,2025-02-28,BioHarvest GmbH,Reis,Getreide,280,2.13,596.4,3,Nein
PO-006007,2025-02-28,GreenFields GmbH,Tomaten,Obst & Gemüse,88,2.05,180.4,8,Nein
PO-030923,2025-02-28,NordFood GmbH,Bananen,Obst & Gemüse,394,1.3,512.2,6,Nein
PO-043299,2025-02-28,EuroFoods GmbH,Nudeln,Getreide,882,1.18,1040.76,4,Nein
PO-045228,2025-02-28,NordFood GmbH,Joghurt,Milchprodukte,943,0.7,660.1,4,Nein
PO-030127,2025-02-28,FreshTrade GmbH,Mehl,Getreide,928,0.75,696.0,4,Nein
PO-002320,2025-02-28,LandGut GmbH,Kartoffeln,Obst & Gemüse,95,0.95,90.25,8,Nein
PO-022856,2025-02-28,LandGut GmbH,Milch,Milchprodukte,882,0.95,837.9,7,Nein
PO-014373,2025-02-28,AgroFresh GmbH,Tomaten,Obst & Gemüse,29,2.35,68.15,1,Nein
PO-041272,2025-02-28,GreenFields GmbH,Kartoffeln,Obst & Gemüse,246,0.85,209.1,6,Nein
PO-037130,2025-02-28,AgroFresh GmbH,Karotten,Obst & Gemüse,903,1.21,1092.63,1,Nein
PO-024695,2025-02-28,BioHarvest GmbH,Karotten,Obst & Gemüse,293,1.33,389.69,1,Nein
PO-008808,2025-02-28,FoodSupply GmbH,Bananen,Obst & Gemüse,152,1.25,190.0,5,Nein
PO-049668,2025-02-28,BioHarvest GmbH,Bananen,Obst & Gemüse,685,1.38,945.3,1,Nein
PO-038346,2025-02-28,BioHarvest GmbH,Bananen,Obst & Gemüse,591,1.31,774.21,1,Nein
PO-026235,2025-02-28,EuroFoods GmbH,Haferflocken,Getreide,272,1.42,386.24,3,Nein
PO-028537,2025-02-28,AgroFresh GmbH,Joghurt,Milchprodukte,832,0.84,698.88,2,Nein
PO-042023,2025-02-28,BioHarvest GmbH,Butter,Milchprodukte,648,2.57,1665.36,4,Nein
PO-003232,2025-02-28,FreshTrade GmbH,Butter,Milchprodukte,554,2.28,1263.12,5,Nein
PO-033828,2025-02-28,FreshTrade GmbH,Joghurt,Milchprodukte,793,0.73,578.89,3,Nein
PO-026075,2025-02-28,NordFood GmbH,Butter,Milchprodukte,629,2.12,1333.48,6,Nein
PO-002914,2025-02-28,LandGut GmbH,TK-Pommes,Tiefkühlprodukte,300,1.96,588.0,6,Nein
PO-033318,2025-02-28,BioHarvest GmbH,Tomaten,Obst & Gemüse,499,2.26,1127.74,1,Nein
PO-015737,2025-02-28,FreshTrade GmbH,Äpfel,Obst & Gemüse,686,1.52,1042.72,6,Nein
PO-045561,2025-02-28,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,360,4.59,1652.4,4,Nein
PO-010848,2025-02-28,NordFood GmbH,TK-Gemüse,Tiefkühlprodukte,697,2.64,1840.08,6,Nein
PO-008065,2025-02-28,FoodSupply GmbH,Bananen,Obst & Gemüse,523,1.35,706.05,3,Nein
PO-007005,2025-03-01,GreenFields GmbH,Haferflocken,Getreide,501,1.27,636.27,8,Nein
PO-045444,2025-03-01,EuroFoods GmbH,Hähnchen,Fleisch,634,6.82,4323.88,4,Nein
PO-012642,2025-03-01,NordFood GmbH,TK-Beeren,Tiefkühlprodukte,600,4.44,2664.0,5,Nein
PO-004031,2025-03-01,AgroFresh GmbH,Butter,Milchprodukte,422,2.42,1021.24,2,Nein
PO-025834,2025-03-01,EuroFoods GmbH,Rindfleisch,Fleisch,875,11.89,10403.75,1,Nein
PO-046037,2025-03-01,NordFood GmbH,Putenfleisch,Fleisch,318,7.62,2423.16,5,Nein
PO-024674,2025-03-01,BioHarvest GmbH,TK-Beeren,Tiefkühlprodukte,30,5.01,150.3,2,Nein
PO-033870,2025-03-01,EuroFoods GmbH,Kartoffeln,Obst & Gemüse,508,0.99,502.92,3,Nein
PO-003689,2025-03-01,AgroFresh GmbH,TK-Pommes,Tiefkühlprodukte,556,2.13,1184.28,1,Nein
PO-023297,2025-03-01,AgroFresh GmbH,Äpfel,Obst & Gemüse,969,1.59,1540.71,1,Nein
PO-046172,2025-03-01,FoodSupply GmbH,Reis,Getreide,229,2.01,460.29,3,Nein
PO-023843,2025-03-01,FreshTrade GmbH,Putenfleisch,Fleisch,826,7.09,5856.34,4,Nein
PO-023067,2025-03-01,FreshTrade GmbH,Rindfleisch,Fleisch,698,11.68,8152.64,3,Nein
PO-005872,2025-03-01,FoodSupply GmbH,Putenfleisch,Fleisch,619,8.1,5013.9,5,Nein
PO-039095,2025-03-01,EuroFoods GmbH,Nudeln,Getreide,876,1.16,1016.16,4,Nein
PO-049390,2025-03-01,BioHarvest GmbH,Joghurt,Milchprodukte,139,0.77,107.03,2,Nein
PO-002122,2025-03-01,LandGut GmbH,Mehl,Getreide,878,0.79,693.62,9,Nein
PO-012326,2025-03-01,BioHarvest GmbH,Bananen,Obst & Gemüse,483,1.43,690.69,2,Nein
PO-003604,2025-03-01,FreshTrade GmbH,Mehl,Getreide,774,0.79,611.46,6,Nein
PO-030416,2025-03-01,FoodSupply GmbH,Reis,Getreide,986,1.92,1893.12,3,Nein
PO-043246,2025-03-01,FoodSupply GmbH,Putenfleisch,Fleisch,771,7.99,6160.29,5,Nein
PO-025341,2025-03-01,LandGut GmbH,Äpfel,Obst & Gemüse,731,1.32,964.92,7,Nein
PO-012476,2025-03-01,EuroFoods GmbH,Äpfel,Obst & Gemüse,704,1.53,1077.12,3,Nein
PO-041120,2025-03-01,BioHarvest GmbH,Käse,Milchprodukte,137,6.07,831.59,3,Nein
PO-046967,2025-03-01,FoodSupply GmbH,Hähnchen,Fleisch,62,6.93,429.66,4,Nein
PO-010224,2025-03-01,AgroFresh GmbH,Nudeln,Getreide,170,1.1,187.0,1,Nein
PO-010424,2025-03-01,FoodSupply GmbH,Putenfleisch,Fleisch,476,7.73,3679.48,2,Nein
PO-017630,2025-03-01,GreenFields GmbH,Milch,Milchprodukte,831,0.99,822.69,7,Nein
PO-017832,2025-03-01,LandGut GmbH,TK-Beeren,Tiefkühlprodukte,304,4.67,1419.68,8,Nein
PO-008742,2025-03-01,FreshTrade GmbH,Haferflocken,Getreide,96,1.32,126.72,6,Nein
PO-007990,2025-03-01,EuroFoods GmbH,Kartoffeln,Obst & Gemüse,451,0.98,441.98,5,Nein
PO-019892,2025-03-01,LandGut GmbH,Milch,Milchprodukte,377,0.91,343.07,3,Nein
PO-021431,2025-03-01,FreshTrade GmbH,Karotten,Obst & Gemüse,415,1.1,456.5,7,Nein
PO-017782,2025-03-01,FreshTrade GmbH,Karotten,Obst & Gemüse,507,1.16,588.12,6,Nein
